product_id,current_price,competitor_price,inventory_level,demand_score,historical_sales,seasonal_index,category,recommended_price,predicted_demand,expected_profit
16,133.00829213848525,295.5041585333427,71,38,969,1.3213775528709393,Office Supplies,427.38391396296186,207.11760651665597,78.21494879542695
15,184.81816029491466,51.421019443381226,152,49,812,1.1121688815644712,Furniture,85.920715971475,801.9031371629451,-50.57219989809091
15,189.4716168208749,546.1697772471824,121,137,369,0.8140162608125314,Industrial,527.7797989199057,251.28804587099904,74.87017653081111
19,228.79315195591906,384.0847421217948,98,93,174,0.8437548590572876,Furniture,363.5444662420954,251.328355833832,55.946185063784995
12,242.05500740153724,205.0458510591972,167,125,830,1.0712265246752297,Office Supplies,310.2465199934753,459.51235793215943,45.38584826523132
20,409.9019099334212,489.0306732989083,103,71,587,1.2083950633129046,Electronics,689.189388613374,246.27941684502213,58.3668376655231
3,207.22414957219985,175.50796824736813,117,16,494,1.1249427642664886,Furniture,222.0653459020816,293.83533180621487,34.678279444600115
5,260.7043227986207,319.72837248728956,107,54,972,1.2334430221045083,Industrial,449.25497607302464,237.65930328621818,59.378741320970704
19,331.23919417297355,366.21573568356166,95,97,113,1.136205981153949,Office Supplies,510.7100235874193,320.1047702629512,54.59900428576723
7,219.97667634807618,156.63700258413286,94,82,110,1.2631926918369427,Electronics,272.6108222286791,446.018000636143,43.51520156654516
9,426.4541659815498,539.0906257943009,21,46,760,0.9533882452695607,Industrial,583.6489805250526,153.2698545546327,48.85317611305735
7,314.35412190533344,422.83691251939376,22,128,438,0.878990231028535,Industrial,424.68690246118456,383.9068022528118,48.18585549530921
18,182.3201056494372,326.6956788830903,177,66,714,1.217503768237962,Industrial,441.09309876633506,279.67918967901426,71.06640881221003
4,371.3266399054227,136.20027207852695,120,17,146,1.1392826618554153,Furniture,172.17285569460645,420.5348269883137,-50.96958628301274
14,287.4414785651536,72.1983945340032,97,104,34,0.8188073578314548,Office Supplies,98.49197006237196,576.1509320444715,-104.28978612996364
18,290.5051510657611,206.63021542309664,185,126,998,1.0663373198451251,Industrial,303.0429688819392,374.91220993645095,32.89611486572516
9,266.48957677441365,425.35960463626844,95,119,308,0.8742879098436969,Furniture,475.6902665240726,265.8728433356986,60.78483902872765
2,273.65537696956204,181.01230564252265,86,29,537,1.1719497822268867,Office Supplies,257.637361255924,300.6164681878373,25.647909548177466
20,394.4103264798083,317.4758913502301,72,133,749,1.0770443757623016,Office Supplies,449.68450208822696,448.2058117812181,38.60423758128578
15,96.34166569909198,412.6133242490253,197,62,13,1.2292063377721125,Furniture,592.708488051499,301.4423424198296,88.62186600177307
7,200.46326508971697,99.5115758964645,118,128,373,1.3639215531391669,Furniture,257.8251585070026,621.5374364226786,45.5738585111776
12,83.97651371175016,391.0754981385161,5,21,556,1.0097680786890435,Industrial,485.2801886215546,129.20922703986247,87.88667640333708
8,388.96079933635286,91.39479829357258,62,26,427,1.4734714729155192,Office Supplies,172.96008048706253,516.5736495071926,-57.41930667973588
15,172.53583462413474,532.3905197741333,158,73,727,1.174944150411302,Electronics,650.7315267548825,240.2147461707243,81.4401055932875
3,453.8436844184979,291.6390356827945,113,51,232,1.2328035591283517,Furniture,438.52677457929303,276.75228481066534,27.55503255240697
14,286.9603099966822,121.09143439348807,152,103,704,1.276470661258016,Office Supplies,234.29301212793044,484.9590210380808,14.264529200727608
17,410.3373971687545,217.90373619694097,120,20,562,1.2667120709003128,Office Supplies,303.3855468414562,205.2212610196214,5.323051474092615
4,490.51914602718256,253.77530689410702,91,107,938,1.1576795201315435,Industrial,366.8504051196085,458.93215210698946,6.402338002849696
18,427.9049867554568,427.8834305936514,14,80,886,1.1001350037802784,Electronics,538.7918766843525,271.81738694297366,44.40645754124846
8,440.14719200518556,420.4290119686877,63,117,725,0.8376473749241646,Industrial,447.92428034018235,290.95044944457334,31.215375471578206
4,233.59302291418012,354.02995519535216,45,67,662,0.8154600917108259,Electronics,333.6006453295268,254.56555712712589,50.984772263132825
2,298.2751678667029,98.49500984203894,109,43,439,1.0505728361729352,Electronics,129.75808065792745,588.203754714313,-60.90914450030902
6,164.24985381948693,121.54253265177516,137,29,501,1.0335626234435848,Furniture,142.67360215938555,452.55776193019756,19.414036000017397
10,138.25089486205377,92.3472449260061,126,59,274,1.0713866083873047,Office Supplies,138.36334909881435,518.8778212412088,30.056892208988234
4,277.4785455977152,336.4722555602128,197,111,849,0.8968577406217331,Office Supplies,360.9336662577449,338.310477539715,46.185407437250184
18,317.77204086518924,487.954912963259,149,147,75,1.3167177893757906,Office Supplies,750.4482752445603,460.8461910610157,70.35899262568864
12,202.67206065328594,264.0692586886597,26,61,438,1.3998750903433672,Electronics,411.09282844457755,342.27908291703164,65.48943872504778
2,306.24958299357513,126.22832784866183,102,24,731,1.4571002447618246,Office Supplies,223.70546281029655,401.3456474535566,4.170999937854228
10,449.3572171310763,326.81137420022833,173,93,859,1.144653612463738,Furniture,444.25263778700634,314.85298673150845,29.19568163767165
4,300.5247131525148,454.9348695171835,72,140,955,1.2906059893878,Electronics,671.8770886081915,458.3829858591797,68.68961558987806
14,374.36589333972796,419.5645910640296,143,46,698,1.3988857864051107,Electronics,641.5793481746925,246.44302861117652,59.154526079530925
16,412.3917353110573,490.1326437358858,60,135,288,1.0928037777654402,Electronics,657.3735970309056,397.7282838658262,56.08673423733986
15,494.92795187994926,185.34055911067824,183,49,914,1.0165889564093111,Electronics,224.17618578761807,340.63725368084084,-54.54342980221227
8,321.43883097964084,142.94670297022628,153,81,539,1.4557071890974431,Furniture,282.019720942941,427.77474901034947,20.215798762784868
14,413.0825670331637,489.3073254006791,103,49,890,1.1609735857539512,Office Supplies,628.5089541401708,231.47406274209337,53.9930505335766
8,483.1921933496936,377.0679579529016,80,65,691,1.1480777206136146,Furniture,463.14618795332655,304.50909668897776,26.97024305879183
16,474.984376509773,202.01910965381487,30,113,252,0.9248912675944471,Office Supplies,266.685296298081,378.75341722258605,-24.674688920685554
13,113.4868319499711,419.88576553911713,119,148,125,0.8757085102013498,Furniture,413.71980057607897,381.67128284340515,80.79840939341955
18,232.8765387230849,456.6347841625858,151,119,176,1.389474803738458,Industrial,768.0450228542179,412.0301312931157,78.77551806789054
15,195.79552749805984,355.56401137227186,113,145,36,1.2298932233312627,Industrial,567.4591722091744,500.0063162820722,75.84727219844451
13,89.1162567276572,392.3814754893571,192,102,409,1.028077208813614,Industrial,471.82717085960894,292.7253898102734,86.77876486093221
9,334.95834870993224,234.5062517435465,51,103,610,0.9342153521731866,Industrial,286.7888700263532,403.0242440722413,18.242697467510894
15,381.15707593820105,317.04131200823474,75,65,609,1.188848096118742,Electronics,431.50420940928024,312.83249518477453,38.16747384179689
13,431.6576429600976,309.70038121671195,158,69,126,1.2087435024827948,Electronics,444.2706767640425,324.81272078969715,31.987329824932537
1,105.24960034821882,473.2641345210398,44,147,482,0.9448955208715407,Furniture,570.2614250453963,356.8581589155716,87.08053587214177
7,444.39983414388223,469.1818100425022,137,48,167,1.3959840235240317,Furniture,694.6146930934348,201.37468081461142,55.215476005073036
9,339.316503626414,465.5036370202568,153,37,591,0.8589850563090958,Industrial,451.5894576979674,172.69729504835888,47.40321137050342
1,366.7757608123293,50.570965202545224,136,58,293,1.0492651596164952,Office Supplies,95.10727787278655,580.4457425227347,-169.95098410033822
12,459.78080159313674,423.5204696567886,27,134,844,1.2762690896337654,Industrial,671.2802020235933,476.2656210584201,52.054811069210736
8,331.142571969463,428.13157700605746,110,22,637,0.9918842546734405,Furniture,447.06769162077154,142.63996343103227,48.15107315443184
11,201.1396357174258,387.58130554184663,88,45,342,1.3793726363468903,Industrial,662.9109357159055,191.968910409091,78.7606845178765
19,421.2982991401969,426.9136522351836,147,110,309,1.3179074786202825,Furniture,667.9919825970234,388.6254457714597,55.85144476561088
17,213.37664548779074,470.1950376058379,120,35,661,1.352315991183694,Industrial,701.5933150310613,213.63259205655237,78.71079318439048
8,65.4026498692381,282.5111223214018,113,95,527,0.8833745751137014,Office Supplies,309.4209242825643,280.59713389088114,85.20402102261886
3,423.79452795436237,298.5353578116658,140,13,539,0.8983829895968801,Industrial,295.1975575837748,203.59130969741216,-0.4941138389550832
3,205.336465196574,107.98059874025219,45,91,418,1.0005316164212086,Office Supplies,160.6421059087567,525.924127499383,10.52437664179881
1,398.2255354406031,239.61482093891772,116,136,443,1.1626540156382927,Office Supplies,377.13251327191756,477.75960309624566,26.084899869814716
5,213.24105259967544,369.8994158554511,151,97,684,1.3236112536895817,Furniture,607.6462804044643,349.76305748357987,75.43492955796324
10,437.48060898862474,439.10188695437364,116,136,557,1.3855716235326323,Office Supplies,721.7046433133474,455.56633219917984,57.567624217282955
7,148.77973628643142,154.69059433406133,107,129,839,1.2930347211700264,Electronics,289.6264229342822,580.7804319467334,64.04132801649342
9,488.54626933949146,114.60056407541387,50,31,235,1.4500178170714468,Electronics,199.7957437648972,491.0828691922347,-71.16600288545689
7,400.89144865461384,379.8362122727486,160,139,438,1.3171204567311512,Electronics,584.5426994579611,450.40405251053267,51.992555151497285
9,101.40706666417857,45.94934118007988,72,40,213,1.0143875209032303,Furniture,69.58664564806081,744.6885262836396,-2.009438741933594
8,304.5994789849522,135.07815507520155,126,128,84,0.9855568990370008,Electronics,197.02774547158944,491.6658410607308,-8.218075976620206
12,493.41529050878063,59.68104707369663,19,20,793,1.287334715210763,Furniture,107.09239882741713,743.4714656443153,-222.51654378641268
2,261.97945371221647,129.27698451670983,169,55,743,0.9350093980827301,Furniture,160.16561150898903,346.70397461592796,-14.49749785287667
1,131.94821246971247,136.56623636238015,133,105,84,0.8649003675671889,Electronics,183.13948963256848,465.48888645643825,49.56644855016933
16,268.1502652176558,240.77516534894906,199,19,920,1.1725560123993357,Office Supplies,309.6390835797596,234.8884303370727,39.37936274636717
5,280.6059451468647,248.17519796671075,115,137,488,1.3751490988452688,Industrial,465.3141854147266,437.86099991208715,57.78676692872886
3,383.7591249028995,486.50254765817004,28,108,64,0.8709658897289045,Furniture,504.22935941926835,261.8231114728268,46.72436612151699
12,364.480633922407,302.60540481190674,31,121,645,1.3543239266570106,Electronics,466.4580348609861,501.74969221069273,45.30345182676066
8,231.14751961864124,410.3194066342046,44,69,662,1.3681004030460837,Furniture,605.9484068124567,356.045429099628,73.29751808669619
3,148.11039837233892,97.58936574974516,195,96,626,1.1375918000570806,Office Supplies,178.89864406942237,465.1656684327749,42.04691745991946
1,340.2743754961983,158.84657150916541,193,74,63,0.8401172170073408,Office Supplies,179.46343553026634,257.36140817536756,-32.7245642788154
3,239.7667705489768,399.98643769423177,168,66,342,0.9222128958730305,Electronics,436.3467849388915,197.62634026729825,61.535928491420286
5,109.52429500639867,71.66600003660669,28,115,938,1.2951983926133526,Furniture,179.57722636492025,732.9600945076883,57.30694361617801
15,455.25753555637357,290.7318194330953,28,18,874,1.2982445614936646,Industrial,375.65115842915526,180.15693390940754,15.165901198848031
14,361.04983592434445,347.6813276597816,8,31,918,1.4288486926173656,Industrial,549.6905044410331,251.28063578518845,54.02233018304708
3,357.43273540046664,349.0835502465029,71,98,351,1.207880302588208,Furniture,483.20163345285476,405.67522521808,48.21977049364868
1,420.1627441602533,56.581069690361225,38,27,157,0.8868751573996442,Furniture,71.50956537613743,680.7619517666403,-311.29311773208224
5,288.3477553947865,207.66454213573869,189,124,588,0.8849904338534805,Furniture,244.33082533049927,375.4914737277876,17.38929031843496
14,416.7744927811057,366.4277787798228,181,115,490,1.3047926501497766,Electronics,627.3788091885913,406.3229610652007,53.49824688467032
7,274.14083907995257,120.24486675536794,185,24,657,0.9286492655755308,Office Supplies,138.89165808656665,402.0352490335157,-38.16422814706599
9,80.22892996206954,396.1849024056669,120,72,854,1.0298698497316239,Industrial,506.31016053371536,261.4668407841336,88.90793522408308
15,232.36163961245992,421.69223045090564,27,22,462,1.1410484048453398,Electronics,502.1185576864812,192.3302934087339,67.60662492178167
15,273.85920229095075,540.8944411753034,113,90,224,0.8173354143033059,Furniture,514.755260232189,220.61944763567257,62.75872119943071
10,374.0911617345331,150.97020740248675,73,41,916,0.9741733189139523,Furniture,172.83660476664144,314.6496991378361,-51.509463847506986
13,97.96042855790347,461.6909871713882,99,146,312,1.0855227259550961,Office Supplies,617.6329058077827,345.04254530506074,88.8975636910328
19,113.00834239720206,307.7497713439203,185,49,614,0.9957454229452444,Furniture,333.2478399508216,205.5569094281173,76.26215981183394
7,168.6577111855774,233.59861105280757,66,91,918,0.8954592292272961,Electronics,279.2235510121689,329.667786676613,57.71832375817076
17,169.924277016897,106.80026244921487,173,86,858,1.309608580457338,Electronics,196.63330015687188,545.1766290417931,39.50821462237917
20,379.48306030657807,416.4303312762065,61,85,812,1.3692033586175896,Office Supplies,596.9750479195438,348.5775735243412,55.50263898962734
4,162.828797252719,164.108087567562,192,47,939,0.9802352833006074,Electronics,212.58673408406258,305.36115065702734,46.38416241352462
5,334.8941285108514,232.5681109458881,58,80,465,1.3420936462244124,Industrial,394.58745733869955,342.0788864142418,40.58962453122952
7,272.4232325622221,76.58382458317107,74,57,87,1.0698874950809196,Electronics,113.03270543022128,631.7989666800017,-68.70892549880475
13,307.9824701807303,449.6902924888571,105,27,882,1.154680053597802,Electronics,558.4304839560383,124.91636303960946,61.39398988406889
15,427.1481334302331,432.1272046056799,61,48,302,1.399200752425207,Electronics,653.6205222323243,222.0107694249146,54.25423724763577
11,231.97167569706093,415.4759941713678,142,98,679,1.3249675772616856,Industrial,644.9915013619848,390.9085122177063,74.82444766403039
4,396.9101196789217,196.21897279840277,172,71,434,1.3635817959213243,Furniture,344.21463213343236,356.41421401955114,19.283767208494616
13,239.91622679780932,132.6074375043084,139,118,681,0.8957916166104498,Electronics,184.6441591224642,471.7604942836391,9.045940279605402
7,209.24211945256226,366.96439855746604,107,90,134,0.8488035980836107,Office Supplies,371.4913129665377,245.65826427531698,60.572568320060036
19,481.3822297909492,295.5640239771758,170,143,49,1.425383310361591,Industrial,546.0918529540112,513.6351992569001,38.294710124151585
2,132.96691430553346,135.017495786844,89,86,431,1.071483988699766,Office Supplies,211.19160763393273,463.15089709856215,55.927775229019794
10,90.65163225992355,391.3851918801812,65,99,339,1.0015157746487766,Electronics,419.5408267043333,277.06672156011024,84.8748587639442
13,396.9436664909653,545.5188480697584,7,23,346,1.3072873779832772,Office Supplies,771.1903182244429,155.69154611559503,63.96990989417365
6,80.71236740934121,422.34589180972904,132,104,645,1.3854909176058996,Electronics,654.8656196386363,395.7755926127852,91.37248078197851
12,426.68554581636323,418.69312527623396,183,63,346,1.4037427353288106,Industrial,696.2275695901233,312.57128228973204,57.10025067704654
12,246.73702836075958,524.9079402299487,90,141,648,1.0211979987876592,Office Supplies,613.5566600716204,378.92384286270885,71.85004562865139
20,461.9811547813613,147.4828656253256,51,48,244,1.3965486738411719,Office Supplies,238.8465841101415,380.81613980282754,-35.39519920361373
11,374.6897875048575,330.6027322853274,80,81,108,0.8286537610620418,Electronics,332.1645388135775,303.7284842650217,21.038274527973428
7,324.6821001535809,539.7215910921111,42,34,824,0.8347630440218032,Electronics,468.9123297792604,131.40192426837888,51.53092472221896
1,477.18805867599457,128.47352603993815,168,86,798,1.236463436621908,Furniture,217.55220409584228,485.561767669305,-53.54091330007351
1,228.49221787342444,398.6272395194831,173,129,532,0.8441744583808825,Electronics,457.4276738980645,339.75758556434795,65.03391429110607
20,479.3391214428349,340.8341237158105,145,62,89,1.0272264179571131,Electronics,416.6578103226503,203.52625357799639,19.469315899742302
13,110.75057483954312,341.171941555297,91,140,295,1.2709291903728468,Furniture,541.2715184279305,541.3964731943769,85.67716945224736
9,267.68972386958575,397.32366689763796,62,105,111,1.0360868272379584,Electronics,487.01415414920876,286.6667137489708,61.524155897263576
3,171.4600500764877,514.4565460522206,54,81,812,0.9257198470080672,Electronics,565.5214181122823,221.26570551587426,78.77674811076537
7,292.929250508687,440.20387962492566,34,71,588,0.9969454352976892,Furniture,518.6981340576484,244.53218526330528,60.46824503646827
6,122.90624505121308,73.34873222518605,194,15,176,1.1203027325753023,Industrial,96.20091380094854,613.31289209207,10.56803086729011
8,428.6883471395195,475.62765003723416,105,41,342,1.1327700987488378,Industrial,594.1557519921744,203.06650405324478,49.49441421857748
9,430.8835321915508,158.89837161249497,29,108,659,1.3481001619430413,Electronics,284.29925100197687,443.71370431939823,-6.0918984032034
5,479.85634072556553,235.34165319186783,116,147,100,1.3251072606020586,Electronics,391.03329021806667,599.6840170034312,14.099528886511026
1,119.6024633974563,278.175070874253,159,140,757,1.1197724631892947,Furniture,403.2629190844736,488.89294792936033,79.23892318979078
19,330.49964790724584,287.8575303803002,183,85,628,1.39196714436914,Furniture,466.1592609331153,425.65762575154207,50.371091400827886
10,263.4067889151663,264.76610162395514,189,68,603,0.8799659970139772,Industrial,283.5572327830743,231.1504998877311,34.97441400774509
12,204.97267941990495,518.3634135790115,130,40,400,0.9787473451602311,Office Supplies,559.2547241680101,141.4488065671829,74.34427115347366
15,208.19307251039848,401.53959887033244,127,102,27,1.3795835244515762,Electronics,628.9096846460959,377.7247683401353,76.82733239522493
9,235.7570977730385,363.7411762081367,51,78,936,1.0645958270383071,Office Supplies,455.9840067987233,244.3271139944131,63.80794809016774
20,367.2164973600289,70.17022403038548,122,61,961,1.4868270911556896,Office Supplies,154.0430924662624,544.2115578602943,-66.86989597298437
17,319.22872622066956,501.4762317814892,43,98,536,1.1263772970694848,Furniture,721.0542978189305,287.35562042481223,69.00925366780305
17,256.856680742509,504.2420469642401,20,136,57,1.354354936074635,Electronics,838.5967671747804,459.6496852554414,78.5594598551222
20,84.17003466632994,439.00759703220166,26,40,497,1.0816149289676604,Electronics,487.289949713549,252.7950486076118,87.90883655592195
12,84.99440483553069,48.549747925877675,58,93,296,1.0974674633437014,Furniture,120.8447017264196,694.3250796926768,50.7664940747136
7,51.052725781600216,73.92652679419979,153,136,133,1.0680182030989285,Office Supplies,151.9561477068585,754.4065517028998,76.48209132278025
2,485.4647246931889,158.73796964558733,20,141,330,1.3033529343575683,Furniture,306.4552168033878,577.6337220851226,-10.889059364015854
3,52.36421835127321,111.33145111317788,63,22,248,1.183262518841996,Industrial,171.71690129548418,418.7948132607457,78.65384678540364
17,96.39218570618519,246.41219500038338,35,54,549,1.4606446779578584,Electronics,433.06178594905646,321.6214222931724,84.41919093681773
5,191.5684505642349,510.9246443343338,174,136,901,0.9756232215738734,Industrial,611.5598630224596,437.7385433740801,78.07280635909888
17,413.3436133175425,283.3905192694841,36,123,940,0.870393912458411,Furniture,328.991367884788,322.6502786444005,12.052242834649057
17,482.9444535938529,51.76832634824363,191,29,74,1.0752830395694506,Electronics,74.39226270957695,741.9007527949024,-354.4304813465184
17,405.5061014563352,187.7865732372748,166,90,653,1.2316988953527432,Industrial,291.1922185038801,467.70421387118756,2.5199668872153214
2,360.75210460053825,67.52042872834558,13,138,833,1.4025592558408464,Industrial,213.33426835808785,730.6812668837326,-18.37126550925406
2,284.58530033610623,63.32524941981859,143,26,167,1.0423378206762295,Office Supplies,91.09738829124215,599.737024341039,-118.67774035232775
5,89.01734533798262,184.2385258132539,14,67,770,1.2576507257871232,Electronics,306.4822035908825,409.58968965649905,79.66859380201822
1,481.17685685176866,184.18423103286744,21,81,502,1.0451390767162534,Industrial,271.10548192127317,360.57778642511215,-24.24086647353334
1,391.27658627555667,442.49893431381,72,118,884,1.2320537080961207,Industrial,646.076171764808,384.2526850384432,57.606607028281566
19,337.5272234004178,537.2914996544615,52,32,354,1.4193655629214557,Office Supplies,797.6053015683364,183.96232488980405,70.37769735034169
2,391.56613049248244,232.45958241444913,184,81,224,0.9619503495815863,Industrial,254.98384614189158,284.7311255053927,-7.495551381796373
12,375.8464981729124,261.5878738248245,115,17,663,1.0829691494749274,Industrial,318.54174140572655,173.85951782823605,17.407198328228596
6,336.7542109052691,471.6186653244408,157,68,530,1.4952856375008226,Industrial,860.3981060703323,321.801395066022,72.6024562385056
4,491.2595600809947,180.41020514823427,127,120,145,1.4079899197746224,Office Supplies,337.75751036669163,509.36387058628014,-1.8131889009235629
11,456.51371568621124,123.97281122374122,153,22,959,1.1952479005273413,Industrial,174.66859495408596,389.49014873146024,-82.95195027151188
17,340.9992136027235,475.81025981884346,105,25,240,1.1616393142979926,Industrial,556.0207837507705,188.75093262016978,57.070049088506636
6,361.9288451556161,68.48279615223308,106,128,883,0.9992202676132768,Electronics,133.86069559458483,623.5046355425835,-89.26406327383543
5,73.2181129964195,357.9482173007049,69,11,892,1.1620465993854707,Electronics,452.4914593111762,150.735642305057,88.67322729681678
20,351.46285904751767,328.80638797073743,195,39,343,1.393727048795963,Office Supplies,465.7337387367512,281.48679716370174,47.17496696705419
2,69.87444696954508,219.6898259883556,55,112,748,1.2796221592944463,Furniture,371.15320930256013,431.5584361018145,86.82158428035875
6,314.718690636469,204.17070815416628,40,22,34,1.0030308197245907,Electronics,221.41034960831576,303.19924290744063,0.5000968404350938
11,499.7090748046257,434.78815172171875,85,105,701,0.9410247447374731,Office Supplies,495.7728682160909,318.1318433938269,29.444232472444742
16,300.1129616467308,88.64442843508598,131,103,0,0.9856459758977805,Industrial,142.81526029089363,648.4446154515995,-47.098477238924914
16,262.9445531366,164.57607620224962,92,91,995,0.9188314409749786,Industrial,212.0985586912622,357.3345657706839,13.219029713659847
1,190.78468542751438,414.8866095782353,198,22,152,0.8669484872166012,Office Supplies,382.65637412076336,172.12557492894393,65.0994237045917
9,104.235160453909,321.90189478184425,108,103,428,1.0933953221094386,Industrial,398.75095127511804,382.4190535991776,81.70170827570155
6,378.96065215622673,109.63404530946113,19,121,944,0.8793097230787874,Industrial,151.50750315789054,436.31655680654825,-75.08865962427633
16,136.6695625035337,490.4784852124404,100,64,507,0.920338790408973,Furniture,457.0401223984277,161.76469568270696,79.06776909422544
3,101.87690956127797,243.69116251461372,171,90,125,1.1831272790376404,Industrial,368.66767603883017,343.6226299933722,80.65633595569595
20,239.79319687873064,463.07352953769725,127,125,490,0.9152194915897023,Electronics,568.0568162548557,318.4060386140002,70.4509772593233
4,407.9038270815938,442.79507284149287,5,117,481,0.844715837201632,Industrial,486.29973362512067,296.95806179854225,41.28463184040577
19,385.27904665409915,360.33485046822267,155,62,344,1.0221721950195197,Office Supplies,454.8385602861304,237.70311422721184,40.7052619970899
3,74.69717659091371,294.71297130402195,126,137,911,0.9542233690353773,Furniture,382.68890673606643,384.1950622829061,86.3366764248273
19,254.81465826627024,539.6731743927872,171,66,737,1.1607136315960638,Industrial,679.3133696382343,235.6402580165435,73.74256583800499
20,285.09555923202606,118.20736155180761,130,61,220,0.8716569592082466,Office Supplies,144.7260316319599,449.5027935646275,-37.892878849825244
7,340.04599278162,411.203642413313,61,146,914,1.3262395513780847,Electronics,657.6632264599399,417.9875375237915,63.80636998233727
20,342.57530769945265,141.55130423971843,85,120,918,1.4343634636045972,Industrial,295.68378635849075,602.5406516883681,18.89892971714147
9,214.11376225578763,215.82286819283593,166,10,722,1.3204046217693362,Furniture,304.2088392052521,223.40251537485608,50.731335101697574
1,302.3047373015813,200.8928654034636,173,53,24,1.172978926180976,Industrial,277.6095528085272,305.17640596855585,23.773042400647938
8,266.4778477298389,523.2531738080552,77,84,527,1.4024674752522195,Office Supplies,860.6330659903325,354.39085472840003,78.32589743734265
7,448.24926043547646,533.514869783079,145,107,181,1.2864428658470553,Furniture,764.710281082583,324.0722201773555,58.96818833655145
18,288.61930968570505,137.42279933853723,74,18,498,0.807385785715133,Industrial,131.5485726247895,331.25630692265446,-53.58092661046601
8,248.46447278667273,56.12775595023962,10,41,840,1.0758631069421523,Electronics,111.65642475912102,681.628084972518,-55.768135443959984
1,232.01845235683282,408.60406002987213,88,24,640,1.39566632958476,Furniture,629.3183650740306,192.78676836581116,74.19224900092065
11,307.59249174505953,256.0849166045946,56,149,41,1.0421012005826884,Electronics,396.6331330690461,421.8087571901993,45.71438282135155
18,411.78964073040396,89.86432376922002,7,145,914,0.8246506214678665,Office Supplies,171.5344702449673,461.66713305143486,-68.04362884009889
10,292.2806706713544,390.2958233164065,85,81,480,1.3223257469865906,Industrial,630.5839965284954,279.9101857306519,67.55444625992779
3,347.74482878624366,320.27829177165336,67,21,929,1.361426789198008,Electronics,477.7712597370534,225.62502762058065,49.05064396624859
7,382.03509510793623,540.1609951105586,53,74,847,0.9124155865303161,Office Supplies,564.4525004228637,237.69166624165675,52.622308099403895
16,284.07564944542935,159.84179540999637,80,116,747,1.1761383477902267,Industrial,275.5857204546831,519.6391745902225,27.84352023620193
16,242.06767549468896,249.00882754490686,116,51,871,0.934368807297008,Office Supplies,269.91535481449665,289.7774317403124,37.22203282479521
20,444.49942003810224,318.98563071468857,179,124,438,1.3034640933309027,Electronics,509.1036395251162,416.3223536313263,38.88285805285011
17,237.87773781255146,444.80849416894256,113,148,401,0.99008531862424,Office Supplies,472.7910081210556,336.2001234735471,64.78054497471516
2,257.8742827590144,322.1635216436297,187,112,545,1.021350585794331,Furniture,418.27302001341303,370.54180998559906,56.843499510075624
